ibjjf_name,ibjjf_profile_url,academy,gender,ranking_category,ruleset,points,same_academy_people_ids,same_academy_people_names,academy_known_people_count,signal_type,confidence,publication_policy,evidence
Max Li,https://ibjjf.com/athletes/max-li,Toronto BJJ,male,adult,gi,35.0,8783,Yacinta Nguyen,1,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Toronto BJJ""; o acervo possui 1 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Matheus Paulo da Costa,https://ibjjf.com/athletes/matheus-2974e019bf2a,CheckMat,male,adult,gi,34.5,419; 338; 875; 963; 405,Leonardo Vieira; Ricardo Vieira; Lucas Leite; Carlos Vieira Holanda; Marco Canha,85,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""CheckMat""; o acervo possui 85 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Joshua Gerik Joseph Boodhoo-Cere,https://ibjjf.com/athletes/joshua-boodhoo-cere,Future School of Jiu-Jitsu,male,adult,gi,33,12225,Igor Feliz,1,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Future School of Jiu-Jitsu""; o acervo possui 1 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Rodrigo Marques de S. Campos,https://ibjjf.com/athletes/rodrigo-campos-476018b0d3ac,GF Team,male,adult,gi,33,203; 8116; 11917; 2035; 9166,Julio Cesar; Dante Leon; Gabriel Marinho; Vitor Henrique; Alexandre Barauna,50,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""GF Team""; o acervo possui 50 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Kalel Nascimento dos Santos,https://ibjjf.com/athletes/kalel-santos,PSLPB Cicero Costha,male,adult,gi,31.5,1155; 13076; 7704; 6151; 13062,Cicero Costha; Francisco Lo; Helton Jose Junior; Hiago George; Leonardo Mario,5,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""PSLPB Cicero Costha""; o acervo possui 5 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Rodrigo da Fonseca Pinheiro,https://ibjjf.com/athletes/rodrigo-pinheiro-0af56c98b444,GF Team,male,adult,gi,31,203; 8116; 11917; 2035; 9166,Julio Cesar; Dante Leon; Gabriel Marinho; Vitor Henrique; Alexandre Barauna,50,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""GF Team""; o acervo possui 50 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Mateo Ezequiel Ruiz,https://ibjjf.com/athletes/mateo-ruiz,Lotus Club,male,adult,gi,30.5,14205,Alexandre Manara,1,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Lotus Club""; o acervo possui 1 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Wesley Lopes Caixeta,https://ibjjf.com/athletes/wesley-caixeta,Roger Gracie Academy,male,adult,gi,27.0,6209; 9261,Felipe Mota; Ross Nicholls,2,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Roger Gracie Academy""; o acervo possui 2 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Roberto de Abreu Filho,https://ibjjf.com/athletes/roberto-filho-ea233c596cac,Fight Sports,male,adult,gi,27.0,224; 11384; 12178; 13473; 13031,Roberto Abreu; Andre Porfirio; Joao Costa; Kauane Silva; Lucas Lisboa,12,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Fight Sports""; o acervo possui 12 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Rafael Reis Leite,https://ibjjf.com/athletes/rafael-leite-0101ee1aa1f3,Vision,male,adult,gi,27,13577; 12753; 12845,Brigida Carvalho Felipe; Gabriela Pereira; Thalyta Silva,3,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Vision""; o acervo possui 3 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Gabriel da Luz Costa,https://ibjjf.com/athletes/gabriel-costa-4fa29eca6420,AOJ,male,adult,gi,27,415; 179; 13326; 12554; 11690,Guilherme Mendes; Rafael Mendes; Hiryu Niwa; Iasmin Casser; Jessa Khan,10,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""AOJ""; o acervo possui 10 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Eric Cong Phan,https://ibjjf.com/athletes/eric-phan,Toronto BJJ,male,adult,gi,27,8783,Yacinta Nguyen,1,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Toronto BJJ""; o acervo possui 1 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Alexandre Matheus Nobrega de Souza,https://ibjjf.com/athletes/alexandre-souza-f871dc714088,Guigo JJ,male,adult,gi,26,693; 11423; 9483; 11766; 1624,Luiz Guilherme; Meyram Maquine; Eduardo Lopes; Gabriel Costa; Leonardo Arruda,5,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Guigo JJ""; o acervo possui 5 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Warly Antonio Jeronimo da Silva,https://ibjjf.com/athletes/warly-silva,GF Team,male,adult,gi,25,203; 8116; 11917; 2035; 9166,Julio Cesar; Dante Leon; Gabriel Marinho; Vitor Henrique; Alexandre Barauna,50,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""GF Team""; o acervo possui 50 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Caio Pinheiro Gonçalves,https://ibjjf.com/athletes/caio-goncalves,Lotus Club,male,adult,gi,24.5,14205,Alexandre Manara,1,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Lotus Club""; o acervo possui 1 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Elismaique Santos Azevedo,https://ibjjf.com/athletes/elismaique-azevedo,Ns Brotherhood,male,adult,gi,23.0,1188; 7256,Leandro Lo; Jan Buatim,2,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Ns Brotherhood""; o acervo possui 2 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Gabriel Cintra Mauricio,https://ibjjf.com/athletes/gabriel-mauricio,Lotus Club,male,adult,gi,23.0,14205,Alexandre Manara,1,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Lotus Club""; o acervo possui 1 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Leonardo de Assis Cruz,https://ibjjf.com/athletes/leonardo-cruz-9554451e0aeb,GF Team,male,adult,gi,21.5,203; 8116; 11917; 2035; 9166,Julio Cesar; Dante Leon; Gabriel Marinho; Vitor Henrique; Alexandre Barauna,50,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""GF Team""; o acervo possui 50 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Zenon Sales Cruz Jr,https://ibjjf.com/athletes/zenon-jr,Lotus Club,male,adult,gi,21.5,14205,Alexandre Manara,1,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Lotus Club""; o acervo possui 1 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Daniel Joseph Maira,https://ibjjf.com/athletes/daniel-maira,Movement Art,male,adult,gi,21,12102,Nick Salles,1,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Movement Art""; o acervo possui 1 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Jonnatas Gracie Araujo da Silva,https://ibjjf.com/athletes/jonnatas-silva,AOJ,male,adult,gi,21.0,415; 179; 13326; 12554; 11690,Guilherme Mendes; Rafael Mendes; Hiryu Niwa; Iasmin Casser; Jessa Khan,10,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""AOJ""; o acervo possui 10 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Marcos Gabriel Paes Froede,https://ibjjf.com/athletes/marcos-froede,AOJ,male,adult,gi,20,415; 179; 13326; 12554; 11690,Guilherme Mendes; Rafael Mendes; Hiryu Niwa; Iasmin Casser; Jessa Khan,10,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""AOJ""; o acervo possui 10 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Andy Sukandar,https://ibjjf.com/athletes/andy-sukandar,Roger Gracie Academy,male,adult,gi,20.0,6209; 9261,Felipe Mota; Ross Nicholls,2,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Roger Gracie Academy""; o acervo possui 2 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Marcelo de Souza Lemelle,https://ibjjf.com/athletes/marcelo-lemelle,GF Team,male,adult,gi,19,203; 8116; 11917; 2035; 9166,Julio Cesar; Dante Leon; Gabriel Marinho; Vitor Henrique; Alexandre Barauna,50,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""GF Team""; o acervo possui 50 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Cory Michael Walker,https://ibjjf.com/athletes/cory-walker,Team Lloyd Irvin,male,adult,gi,18,8141; 10638; 13747; 12940; 8128,Aarae Alexander; Angelo Claiborne; Chris Tran; Cory Walker; Donald Achnick,12,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Team Lloyd Irvin""; o acervo possui 12 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
João Vitor Domiciano dos Santos de Lima,https://ibjjf.com/athletes/joao-lima-2f28066ac52e,PSLPB Cicero Costha,male,adult,gi,18,1155; 13076; 7704; 6151; 13062,Cicero Costha; Francisco Lo; Helton Jose Junior; Hiago George; Leonardo Mario,5,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""PSLPB Cicero Costha""; o acervo possui 5 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Dennis Silvano Maciel de Souza,https://ibjjf.com/athletes/dennis-souza,GF Team,male,adult,gi,18,203; 8116; 11917; 2035; 9166,Julio Cesar; Dante Leon; Gabriel Marinho; Vitor Henrique; Alexandre Barauna,50,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""GF Team""; o acervo possui 50 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Lincoln Rafael Lino Batista Silva,https://ibjjf.com/athletes/lincoln-silva,Ns Brotherhood,male,adult,gi,18,1188; 7256,Leandro Lo; Jan Buatim,2,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Ns Brotherhood""; o acervo possui 2 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Michael Christopher Mehl,https://ibjjf.com/athletes/michael-mehl,Bjj Conquest,male,adult,gi,18,7732,Vicente Junior,1,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Bjj Conquest""; o acervo possui 1 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Juhyuck Yim,https://ibjjf.com/athletes/juhyuck-yim,John Frankl Jiu-Jitsu,male,adult,gi,18,8842,Wanki Chae,1,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""John Frankl Jiu-Jitsu""; o acervo possui 1 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Nicholas Benjamin Greene,https://ibjjf.com/athletes/nicholas-greene,Ralph Gracie,male,adult,gi,18.0,2475,Kurt Osiander,1,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Ralph Gracie""; o acervo possui 1 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Jacob Irving Joseph Boodhoo-Céré,https://ibjjf.com/athletes/jacob-boodhoo-cere,Future School of Jiu-Jitsu,male,adult,gi,17.0,12225,Igor Feliz,1,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Future School of Jiu-Jitsu""; o acervo possui 1 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Eduardo Manuel Farfan Arias,https://ibjjf.com/athletes/eduardo-arias-1a34d3e62b21,Movement Art,male,adult,gi,16,12102,Nick Salles,1,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Movement Art""; o acervo possui 1 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Luan Pinheiro da Silva,https://ibjjf.com/athletes/luan-silva-48336239558f,PSLPB Cicero Costha,male,adult,gi,16,1155; 13076; 7704; 6151; 13062,Cicero Costha; Francisco Lo; Helton Jose Junior; Hiago George; Leonardo Mario,5,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""PSLPB Cicero Costha""; o acervo possui 5 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Jefferson Veloso Fagundes,https://ibjjf.com/athletes/jefferson-fagundes,AOJ,male,adult,gi,16,415; 179; 13326; 12554; 11690,Guilherme Mendes; Rafael Mendes; Hiryu Niwa; Iasmin Casser; Jessa Khan,10,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""AOJ""; o acervo possui 10 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Douglas Saldanha da Silva,https://ibjjf.com/athletes/douglas-silva-2b6bed262411,GF Team,male,adult,gi,15.5,203; 8116; 11917; 2035; 9166,Julio Cesar; Dante Leon; Gabriel Marinho; Vitor Henrique; Alexandre Barauna,50,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""GF Team""; o acervo possui 50 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Hiago George Santos Silva,https://ibjjf.com/athletes/hiago-silva,PSLPB Cicero Costha,male,adult,gi,15,1155; 13076; 7704; 6151; 13062,Cicero Costha; Francisco Lo; Helton Jose Junior; Hiago George; Leonardo Mario,5,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""PSLPB Cicero Costha""; o acervo possui 5 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Valor Ulysses Boyer,https://ibjjf.com/athletes/valor-boyer,Movement Art,male,adult,gi,15,12102,Nick Salles,1,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Movement Art""; o acervo possui 1 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
